,yearID,teamID,franchID,Rank,DivWin,WCWin,WSWin,name,park,BPF,PPF
2278,1998,KCA,KCR,3,N,N,N,Kansas City Royals,Kauffman Stadium,101,102
2279,1998,LAN,LAD,3,N,N,N,Los Angeles Dodgers,Dodger Stadium,95,95
2280,1998,MIL,MIL,5,N,N,N,Milwaukee Brewers,County Stadium,100,101
2281,1998,MIN,MIN,4,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,101,102
2282,1998,MON,WSN,4,N,N,N,Montreal Expos,Stade Olympique,98,99
2283,1998,NYA,NYY,1,Y,N,Y,New York Yankees,Yankee Stadium II,97,95
2284,1998,NYN,NYM,2,N,N,N,New York Mets,Shea Stadium,99,99
2285,1998,OAK,OAK,4,N,N,N,Oakland Athletics,Oakland Coliseum,96,97
2286,1998,PHI,PHI,3,N,N,N,Philadelphia Phillies,Veterans Stadium,102,103
2287,1998,PIT,PIT,6,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,102,103
2288,1998,SDN,SDP,1,Y,N,N,San Diego Padres,Qualcomm Stadium,92,92
2289,1998,SEA,SEA,3,N,N,N,Seattle Mariners,Kingdome,99,99
2290,1998,SFN,SFG,2,N,N,N,San Francisco Giants,3Com Park,95,95
2291,1998,SLN,STL,3,N,N,N,St. Louis Cardinals,Busch Stadium II,100,100
2292,1998,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,101,102
2293,1998,TEX,TEX,1,Y,N,N,Texas Rangers,The Ballpark at Arlington,104,103
2294,1998,TOR,TOR,3,N,N,N,Toronto Blue Jays,Skydome,100,99
2295,1999,ANA,ANA,4,N,N,N,Anaheim Angels,Edison International Field,99,100
2296,1999,ARI,ARI,1,Y,N,N,Arizona Diamondbacks,Bank One Ballpark,101,101
2297,1999,ATL,ATL,1,Y,N,N,Atlanta Braves,Turner Field,100,98
2298,1999,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,96,96
2299,1999,BOS,BOS,2,N,Y,N,Boston Red Sox,Fenway Park II,104,103
2300,1999,CHA,CHW,2,N,N,N,Chicago White Sox,Comiskey Park II,101,101
2301,1999,CHN,CHC,6,N,N,N,Chicago Cubs,Wrigley Field,97,98
2302,1999,CIN,CIN,2,N,N,N,Cincinnati Reds,Cinergy Field,103,103
2303,1999,CLE,CLE,1,Y,N,N,Cleveland Indians,Jacobs Field,104,103
2304,1999,COL,COL,5,N,N,N,Colorado Rockies,Coors Field,127,127
2305,1999,DET,DET,3,N,N,N,Detroit Tigers,Tiger Stadium,99,101
2306,1999,FLO,FLA,5,N,N,N,Florida Marlins,Pro Player Stadium,93,95
2307,1999,HOU,HOU,1,Y,N,N,Houston Astros,Astrodome,100,98
2308,1999,KCA,KCR,4,N,N,N,Kansas City Royals,Kauffman Stadium,102,103
2309,1999,LAN,LAD,3,N,N,N,Los Angeles Dodgers,Dodger Stadium,95,94
2310,1999,MIL,MIL,5,N,N,N,Milwaukee Brewers,County Stadium,99,99
2311,1999,MIN,MIN,5,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,103,104
2312,1999,MON,WSN,4,N,N,N,Montreal Expos,Stade Olympique,97,98
2313,1999,NYA,NYY,1,Y,N,Y,New York Yankees,Yankee Stadium II,98,97
2314,1999,NYN,NYM,2,N,Y,N,New York Mets,Shea Stadium,98,97
2315,1999,OAK,OAK,2,N,N,N,Oakland Athletics,Oakland Coliseum,94,94
2316,1999,PHI,PHI,3,N,N,N,Philadelphia Phillies,Veterans Stadium,105,105
2317,1999,PIT,PIT,3,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,101,101
2318,1999,SDN,SDP,4,N,N,N,San Diego Padres,Qualcomm Stadium,92,92
2319,1999,SEA,SEA,3,N,N,N,Seattle Mariners,Kingdome / Safeco Field,102,103
2320,1999,SFN,SFG,2,N,N,N,San Francisco Giants,3Com Park,95,94
2321,1999,SLN,STL,4,N,N,N,St. Louis Cardinals,Busch Stadium II,101,101
2322,1999,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,100,102
2323,1999,TEX,TEX,1,Y,N,N,Texas Rangers,The Ballpark at Arlington,105,105
2324,1999,TOR,TOR,3,N,N,N,Toronto Blue Jays,Skydome,101,101
2325,2000,ANA,ANA,3,N,N,N,Anaheim Angels,Edison International Field,102,103
2326,2000,ARI,ARI,3,N,N,N,Arizona Diamondbacks,Bank One Ballpark,105,103
2327,2000,ATL,ATL,1,Y,N,N,Atlanta Braves,Turner Field,101,99
2328,2000,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,95,96
2329,2000,BOS,BOS,2,N,N,N,Boston Red Sox,Fenway Park II,104,103
2330,2000,CHA,CHW,1,Y,N,N,Chicago White Sox,Comiskey Park II,102,102
2331,2000,CHN,CHC,6,N,N,N,Chicago Cubs,Wrigley Field,97,98
2332,2000,CIN,CIN,2,N,N,N,Cincinnati Reds,Cinergy Field,102,102
2333,2000,CLE,CLE,2,N,N,N,Cleveland Indians,Jacobs Field,101,100
2334,2000,COL,COL,4,N,N,N,Colorado Rockies,Coors Field,125,125
2335,2000,DET,DET,3,N,N,N,Detroit Tigers,Comerica Park,95,95
2336,2000,FLO,FLA,3,N,N,N,Florida Marlins,Pro Player Stadium,94,95
2337,2000,HOU,HOU,4,N,N,N,Houston Astros,Enron Field,107,107
2338,2000,KCA,KCR,4,N,N,N,Kansas City Royals,Kauffman Stadium,103,103
2339,2000,LAN,LAD,2,N,N,N,Los Angeles Dodgers,Dodger Stadium,94,94
2340,2000,MIL,MIL,3,N,N,N,Milwaukee Brewers,County Stadium,97,98
2341,2000,MIN,MIN,5,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,104,105
2342,2000,MON,WSN,4,N,N,N,Montreal Expos,Stade Olympique,103,104
2343,2000,NYA,NYY,1,Y,N,Y,New York Yankees,Yankee Stadium II,99,98
2344,2000,NYN,NYM,2,N,Y,N,New York Mets,Shea Stadium,96,96
2345,2000,OAK,OAK,1,Y,N,N,Oakland Athletics,Oakland Coliseum,96,95
2346,2000,PHI,PHI,5,N,N,N,Philadelphia Phillies,Veterans Stadium,100,101
2347,2000,PIT,PIT,5,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,99,100
2348,2000,SDN,SDP,5,N,N,N,San Diego Padres,Qualcomm Stadium,92,92
2349,2000,SEA,SEA,2,N,Y,N,Seattle Mariners,Safeco Field,95,93
2350,2000,SFN,SFG,1,Y,N,N,San Francisco Giants,PacBell Park,93,92
2351,2000,SLN,STL,1,Y,N,N,St. Louis Cardinals,Busch Stadium II,102,101
2352,2000,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,99,100
2353,2000,TEX,TEX,4,N,N,N,Texas Rangers,The Ballpark at Arlington,102,102
2354,2000,TOR,TOR,3,N,N,N,Toronto Blue Jays,Skydome,103,103
2355,2001,ANA,ANA,3,N,N,N,Anaheim Angels,Edison International Field,101,101
2356,2001,ARI,ARI,1,Y,N,Y,Arizona Diamondbacks,Bank One Ballpark,108,107
2357,2001,ATL,ATL,1,Y,N,N,Atlanta Braves,Turner Field,103,102
2358,2001,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,95,96
2359,2001,BOS,BOS,2,N,N,N,Boston Red Sox,Fenway Park II,102,101
2360,2001,CHA,CHW,3,N,N,N,Chicago White Sox,Comiskey Park II,104,103
2361,2001,CHN,CHC,3,N,N,N,Chicago Cubs,Wrigley Field,95,95
2362,2001,CIN,CIN,5,N,N,N,Cincinnati Reds,Cinergy Field,105,105
2363,2001,CLE,CLE,1,Y,N,N,Cleveland Indians,Jacobs Field,100,100
2364,2001,COL,COL,5,N,N,N,Colorado Rockies,Coors Field,122,122
2365,2001,DET,DET,4,N,N,N,Detroit Tigers,Comerica Park,93,95
2366,2001,FLO,FLA,4,N,N,N,Florida Marlins,Pro Player Stadium,97,97
2367,2001,HOU,HOU,1,Y,N,N,Houston Astros,Enron Field,107,106
2368,2001,KCA,KCR,5,N,N,N,Kansas City Royals,Kauffman Stadium,107,108
2369,2001,LAN,LAD,3,N,N,N,Los Angeles Dodgers,Dodger Stadium,92,91
2370,2001,MIL,MIL,4,N,N,N,Milwaukee Brewers,Miller Park,98,99
2371,2001,MIN,MIN,2,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,102,102
2372,2001,MON,WSN,5,N,N,N,Montreal Expos,Stade Olympique,101,102
2373,2001,NYA,NYY,1,Y,N,N,New York Yankees,Yankee Stadium II,102,100
2374,2001,NYN,NYM,3,N,N,N,New York Mets,Shea Stadium,96,96
2375,2001,OAK,OAK,2,N,Y,N,Oakland Athletics,Oakland Coliseum,99,97
2376,2001,PHI,PHI,2,N,N,N,Philadelphia Phillies,Veterans Stadium,98,98
2377,2001,PIT,PIT,6,N,N,N,Pittsburgh Pirates,PNC Park,103,105
2378,2001,SDN,SDP,4,N,N,N,San Diego Padres,Qualcomm Stadium,91,92
2379,2001,SEA,SEA,1,Y,N,N,Seattle Mariners,Safeco Field,94,93
2380,2001,SFN,SFG,2,N,N,N,San Francisco Giants,PacBell Park,93,92
2381,2001,SLN,STL,2,N,Y,N,St. Louis Cardinals,Busch Stadium II,100,99
2382,2001,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,98,100
2383,2001,TEX,TEX,4,N,N,N,Texas Rangers,The Ballpark at Arlington,104,105
2384,2001,TOR,TOR,3,N,N,N,Toronto Blue Jays,Skydome,102,103
2385,2002,ANA,ANA,2,N,Y,Y,Anaheim Angels,Edison International Field,100,99
2386,2002,ARI,ARI,1,Y,N,N,Arizona Diamondbacks,Bank One Ballpark,111,111
2387,2002,ATL,ATL,1,Y,N,N,Atlanta Braves,Turner Field,102,101
2388,2002,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,95,96
2389,2002,BOS,BOS,2,N,N,N,Boston Red Sox,Fenway Park II,103,102
2390,2002,CHA,CHW,2,N,N,N,Chicago White Sox,Comiskey Park II,102,101
2391,2002,CHN,CHC,5,N,N,N,Chicago Cubs,Wrigley Field,98,98
2392,2002,CIN,CIN,3,N,N,N,Cincinnati Reds,Cinergy Field,104,105
2393,2002,CLE,CLE,3,N,N,N,Cleveland Indians,Jacobs Field,97,98
2394,2002,COL,COL,4,N,N,N,Colorado Rockies,Coors Field,116,116
2395,2002,DET,DET,5,N,N,N,Detroit Tigers,Comerica Park,92,95
2396,2002,FLO,FLA,4,N,N,N,Florida Marlins,Pro Player Stadium,97,98
2397,2002,HOU,HOU,2,N,N,N,Houston Astros,Minute Maid Park,106,105
2398,2002,KCA,KCR,4,N,N,N,Kansas City Royals,Kauffman Stadium,110,111
2399,2002,LAN,LAD,3,N,N,N,Los Angeles Dodgers,Dodger Stadium,92,92
2400,2002,MIL,MIL,6,N,N,N,Milwaukee Brewers,Miller Park,98,99
2401,2002,MIN,MIN,1,Y,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,100,100
2402,2002,MON,WSN,2,N,N,N,Montreal Expos,Stade Olympique,103,103
2403,2002,NYA,NYY,1,Y,N,N,New York Yankees,Yankee Stadium II,100,99
2404,2002,NYN,NYM,5,N,N,N,New York Mets,Shea Stadium,97,97
2405,2002,OAK,OAK,1,Y,N,N,Oakland Athletics,Oakland Coliseum,98,97
2406,2002,PHI,PHI,3,N,N,N,Philadelphia Phillies,Veterans Stadium,94,94
2407,2002,PIT,PIT,4,N,N,N,Pittsburgh Pirates,PNC Park,102,103
2408,2002,SDN,SDP,5,N,N,N,San Diego Padres,Qualcomm Stadium,90,91
2409,2002,SEA,SEA,3,N,N,N,Seattle Mariners,Safeco Field,97,95
2410,2002,SFN,SFG,2,N,Y,N,San Francisco Giants,PacBell Park,95,94
2411,2002,SLN,STL,1,Y,N,N,St. Louis Cardinals,Busch Stadium II,98,97
2412,2002,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,97,99
2413,2002,TEX,TEX,4,N,N,N,Texas Rangers,The Ballpark at Arlington,106,107
2414,2002,TOR,TOR,3,N,N,N,Toronto Blue Jays,Skydome,104,104
2415,2003,ANA,ANA,3,N,N,N,Anaheim Angels,Edison International Field,98,97
2416,2003,ARI,ARI,3,N,N,N,Arizona Diamondbacks,Bank One Ballpark,108,109
2417,2003,ATL,ATL,1,Y,N,N,Atlanta Braves,Turner Field,101,100
2418,2003,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,99,99
2419,2003,BOS,BOS,2,N,Y,N,Boston Red Sox,Fenway Park II,105,103
2420,2003,CHA,CHW,2,N,N,N,Chicago White Sox,U.S. Cellular Field,102,102
2421,2003,CHN,CHC,1,Y,N,N,Chicago Cubs,Wrigley Field,101,101
2422,2003,CIN,CIN,5,N,N,N,Cincinnati Reds,Great American Ball Park,95,96
2423,2003,CLE,CLE,4,N,N,N,Cleveland Indians,Jacobs Field,96,97
2424,2003,COL,COL,4,N,N,N,Colorado Rockies,Coors Field,115,116
2425,2003,DET,DET,5,N,N,N,Detroit Tigers,Comerica Park,93,95
2426,2003,FLO,FLA,2,N,Y,Y,Florida Marlins,Pro Player Stadium,98,98
2427,2003,HOU,HOU,2,N,N,N,Houston Astros,Minute Maid Park,103,102
2428,2003,KCA,KCR,3,N,N,N,Kansas City Royals,Kauffman Stadium,107,108
2429,2003,LAN,LAD,2,N,N,N,Los Angeles Dodgers,Dodger Stadium,94,94
2430,2003,MIL,MIL,6,N,N,N,Milwaukee Brewers,Miller Park,98,100
2431,2003,MIN,MIN,1,Y,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,101,100
2432,2003,MON,WSN,4,N,N,N,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,105,105
2433,2003,NYA,NYY,1,Y,N,N,New York Yankees,Yankee Stadium II,98,97
2434,2003,NYN,NYM,5,N,N,N,New York Mets,Shea Stadium,97,98
2435,2003,OAK,OAK,1,Y,N,N,Oakland Athletics,Oakland Coliseum,99,98
2436,2003,PHI,PHI,3,N,N,N,Philadelphia Phillies,Veterans Stadium,93,93
2437,2003,PIT,PIT,4,N,N,N,Pittsburgh Pirates,PNC Park,102,102
2438,2003,SDN,SDP,5,N,N,N,San Diego Padres,Qualcomm Stadium,91,92
2439,2003,SEA,SEA,2,N,N,N,Seattle Mariners,Safeco Field,95,95
2440,2003,SFN,SFG,1,Y,N,N,San Francisco Giants,PacBell Park,99,98
2441,2003,SLN,STL,3,N,N,N,St. Louis Cardinals,Busch Stadium II,97,96
2442,2003,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,95,97
2443,2003,TEX,TEX,4,N,N,N,Texas Rangers,The Ballpark at Arlington,111,111
2444,2003,TOR,TOR,3,N,N,N,Toronto Blue Jays,Skydome,104,104
2445,2004,ANA,ANA,1,Y,N,N,Anaheim Angels,Angels Stadium of Anaheim,97,97
2446,2004,ARI,ARI,5,N,N,N,Arizona Diamondbacks,Bank One Ballpark,105,107
2447,2004,ATL,ATL,1,Y,N,N,Atlanta Braves,Turner Field,101,100
2448,2004,BAL,BAL,3,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,98,99
2449,2004,BOS,BOS,2,N,Y,Y,Boston Red Sox,Fenway Park II,106,105
2450,2004,CHA,CHW,2,N,N,N,Chicago White Sox,U.S. Cellular Field,102,102
2451,2004,CHN,CHC,3,N,N,N,Chicago Cubs,Wrigley Field,103,102
2452,2004,CIN,CIN,4,N,N,N,Cincinnati Reds,Great American Ball Park,98,99
2453,2004,CLE,CLE,3,N,N,N,Cleveland Indians,Jacobs Field,94,94
2454,2004,COL,COL,4,N,N,N,Colorado Rockies,Coors Field,113,114
2455,2004,DET,DET,4,N,N,N,Detroit Tigers,Comerica Park,95,96
2456,2004,FLO,FLA,3,N,N,N,Florida Marlins,Pro Player Stadium,95,95
2457,2004,HOU,HOU,2,N,Y,N,Houston Astros,Minute Maid Park,102,101
2458,2004,KCA,KCR,5,N,N,N,Kansas City Royals,Kauffman Stadium,102,103
2459,2004,LAN,LAD,1,Y,N,N,Los Angeles Dodgers,Dodger Stadium,95,95
2460,2004,MIL,MIL,6,N,N,N,Milwaukee Brewers,Miller Park,100,101
2461,2004,MIN,MIN,1,Y,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,103,102
2462,2004,MON,WSN,5,N,N,N,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,105,105
2463,2004,NYA,NYY,1,Y,N,N,New York Yankees,Yankee Stadium II,98,97
2464,2004,NYN,NYM,4,N,N,N,New York Mets,Shea Stadium,99,99
2465,2004,OAK,OAK,2,N,N,N,Oakland Athletics,Network Associates Coliseum,99,98
2466,2004,PHI,PHI,2,N,N,N,Philadelphia Phillies,Citizens Bank Park,105,104
2467,2004,PIT,PIT,5,N,N,N,Pittsburgh Pirates,PNC Park,99,100
2468,2004,SDN,SDP,3,N,N,N,San Diego Padres,Petco Park,90,90
2469,2004,SEA,SEA,4,N,N,N,Seattle Mariners,Safeco Field,97,98
2470,2004,SFN,SFG,2,N,N,N,San Francisco Giants,SBC Park,101,101
2471,2004,SLN,STL,1,Y,N,N,St. Louis Cardinals,Busch Stadium II,100,99
2472,2004,TBA,TBD,4,N,N,N,Tampa Bay Devil Rays,Tropicana Field,96,98
2473,2004,TEX,TEX,3,N,N,N,Texas Rangers,The Ballpark at Arlington,108,109
2474,2004,TOR,TOR,5,N,N,N,Toronto Blue Jays,Skydome,104,104
2475,2005,ARI,ARI,2,N,N,N,Arizona Diamondbacks,Bank One Ballpark,103,105
2476,2005,ATL,ATL,1,Y,N,N,Atlanta Braves,Turner Field,101,100
2477,2005,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,99,99
2478,2005,BOS,BOS,2,N,Y,N,Boston Red Sox,Fenway Park II,104,104
2479,2005,CHA,CHW,1,Y,N,Y,Chicago White Sox,U.S. Cellular Field,103,103
2480,2005,CHN,CHC,4,N,N,N,Chicago Cubs,Wrigley Field,104,104
2481,2005,CIN,CIN,5,N,N,N,Cincinnati Reds,Great American Ball Park,100,101
2482,2005,CLE,CLE,2,N,N,N,Cleveland Indians,Jacobs Field,96,96
2483,2005,COL,COL,5,N,N,N,Colorado Rockies,Coors Field,112,113
2484,2005,DET,DET,4,N,N,N,Detroit Tigers,Comerica Park,98,98
2485,2005,FLO,FLA,3,N,N,N,Florida Marlins,Dolphin Stadium,94,94
2486,2005,HOU,HOU,2,N,Y,N,Houston Astros,Minute Maid Park,101,100
2487,2005,KCA,KCR,5,N,N,N,Kansas City Royals,Kauffman Stadium,99,101
2488,2005,LAA,ANA,1,Y,N,N,Los Angeles Angels of Anaheim,Angel Stadium,98,97
2489,2005,LAN,LAD,4,N,N,N,Los Angeles Dodgers,Dodger Stadium,98,97
2490,2005,MIL,MIL,3,N,N,N,Milwaukee Brewers,Miller Park,101,101
2491,2005,MIN,MIN,3,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,102,102
2492,2005,NYA,NYY,1,Y,N,N,New York Yankees,Yankee Stadium II,98,97
2493,2005,NYN,NYM,3,N,N,N,New York Mets,Shea Stadium,98,97
2494,2005,OAK,OAK,2,N,N,N,Oakland Athletics,McAfee Coliseum,101,100
2495,2005,PHI,PHI,2,N,N,N,Philadelphia Phillies,Citizens Bank Park,105,104
2496,2005,PIT,PIT,6,N,N,N,Pittsburgh Pirates,PNC Park,99,100
2497,2005,SDN,SDP,1,Y,N,N,San Diego Padres,Petco Park,92,91
2498,2005,SEA,SEA,4,N,N,N,Seattle Mariners,Safeco Field,95,96
2499,2005,SFN,SFG,3,N,N,N,San Francisco Giants,SBC Park,101,101
2500,2005,SLN,STL,1,Y,N,N,St. Louis Cardinals,Busch Stadium II,101,100
2501,2005,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,99,100
2502,2005,TEX,TEX,3,N,N,N,Texas Rangers,Ameriquest Field,106,106
2503,2005,TOR,TOR,3,N,N,N,Toronto Blue Jays,Rogers Centre,102,102
2504,2005,WAS,WSN,5,N,N,N,Washington Nationals,R.F.K. Stadium,95,96
2505,2006,ARI,ARI,4,N,N,N,Arizona Diamondbacks,Chase Field,105,105
2506,2006,ATL,ATL,3,N,N,N,Atlanta Braves,Turner Field,100,99
2507,2006,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,99,100
2508,2006,BOS,BOS,3,N,N,N,Boston Red Sox,Fenway Park II,105,104
2509,2006,CHA,CHW,3,N,N,N,Chicago White Sox,U.S. Cellular Field,104,104
2510,2006,CHN,CHC,6,N,N,N,Chicago Cubs,Wrigley Field,103,103
2511,2006,CIN,CIN,3,N,N,N,Cincinnati Reds,Great American Ball Park,104,104
2512,2006,CLE,CLE,4,N,N,N,Cleveland Indians,Jacobs Field,99,98
2513,2006,COL,COL,4,N,N,N,Colorado Rockies,Coors Field,109,109
2514,2006,DET,DET,2,N,Y,N,Detroit Tigers,Comerica Park,100,100
2515,2006,FLO,FLA,4,N,N,N,Florida Marlins,Dolphin Stadium,95,96
2516,2006,HOU,HOU,2,N,N,N,Houston Astros,Minute Maid Park,100,99
2517,2006,KCA,KCR,5,N,N,N,Kansas City Royals,Kauffman Stadium,101,103
2518,2006,LAA,ANA,2,N,N,N,Los Angeles Angels of Anaheim,Angel Stadium,100,100
2519,2006,LAN,LAD,2,N,Y,N,Los Angeles Dodgers,Dodger Stadium,101,100
2520,2006,MIL,MIL,4,N,N,N,Milwaukee Brewers,Miller Park,101,101
2521,2006,MIN,MIN,1,Y,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,98,98
2522,2006,NYA,NYY,1,Y,N,N,New York Yankees,Yankee Stadium II,101,99
2523,2006,NYN,NYM,1,Y,N,N,New York Mets,Shea Stadium,98,97
2524,2006,OAK,OAK,1,Y,N,N,Oakland Athletics,McAfee Coliseum,97,97
2525,2006,PHI,PHI,2,N,N,N,Philadelphia Phillies,Citizens Bank Park,105,104
2526,2006,PIT,PIT,5,N,N,N,Pittsburgh Pirates,PNC Park,98,99
2527,2006,SDN,SDP,1,Y,N,N,San Diego Padres,Petco Park,91,90
2528,2006,SEA,SEA,4,N,N,N,Seattle Mariners,Safeco Field,97,97
2529,2006,SFN,SFG,3,N,N,N,San Francisco Giants,AT&T Park,100,100
2530,2006,SLN,STL,1,Y,N,Y,St. Louis Cardinals,Busch Stadium III,99,99
2531,2006,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,99,101
2532,2006,TEX,TEX,3,N,N,N,Texas Rangers,Ameriquest Field,101,101
2533,2006,TOR,TOR,2,N,N,N,Toronto Blue Jays,Rogers Centre,100,100
2534,2006,WAS,WSN,5,N,N,N,Washington Nationals,R.F.K. Stadium,94,95
2535,2007,ARI,ARI,1,Y,N,N,Arizona Diamondbacks,Chase Field,107,107
2536,2007,ATL,ATL,3,N,N,N,Atlanta Braves,Turner Field,98,98
2537,2007,BAL,BAL,4,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,101,102
2538,2007,BOS,BOS,1,Y,N,Y,Boston Red Sox,Fenway Park II,106,105
2539,2007,CHA,CHW,4,N,N,N,Chicago White Sox,U.S. Cellular Field,104,104
2540,2007,CHN,CHC,1,Y,N,N,Chicago Cubs,Wrigley Field,105,104
2541,2007,CIN,CIN,5,N,N,N,Cincinnati Reds,Great American Ball Park,104,104
2542,2007,CLE,CLE,1,Y,N,N,Cleveland Indians,Jacobs Field,101,100
2543,2007,COL,COL,2,N,Y,N,Colorado Rockies,Coors Field,107,108
2544,2007,DET,DET,2,N,N,N,Detroit Tigers,Comerica Park,102,101
2545,2007,FLO,FLA,5,N,N,N,Florida Marlins,Dolphin Stadium,97,98
2546,2007,HOU,HOU,4,N,N,N,Houston Astros,Minute Maid Park,100,100
2547,2007,KCA,KCR,5,N,N,N,Kansas City Royals,Kauffman Stadium,100,101
2548,2007,LAA,ANA,1,Y,N,N,Los Angeles Angels of Anaheim,Angel Stadium,101,100
2549,2007,LAN,LAD,4,N,N,N,Los Angeles Dodgers,Dodger Stadium,101,100
2550,2007,MIL,MIL,2,N,N,N,Milwaukee Brewers,Miller Park,100,100
2551,2007,MIN,MIN,3,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,95,95
2552,2007,NYA,NYY,2,N,Y,N,New York Yankees,Yankee Stadium II,101,100
2553,2007,NYN,NYM,2,N,N,N,New York Mets,Shea Stadium,98,97
2554,2007,OAK,OAK,3,N,N,N,Oakland Athletics,McAfee Coliseum,94,94
2555,2007,PHI,PHI,1,Y,N,N,Philadelphia Phillies,Citizens Bank Park,104,103
2556,2007,PIT,PIT,6,N,N,N,Pittsburgh Pirates,PNC Park,97,98
2557,2007,SDN,SDP,3,N,N,N,San Diego Padres,Petco Park,90,90
2558,2007,SEA,SEA,2,N,N,N,Seattle Mariners,Safeco Field,96,97
2559,2007,SFN,SFG,5,N,N,N,San Francisco Giants,AT&T Park,101,101
2560,2007,SLN,STL,3,N,N,N,St. Louis Cardinals,Busch Stadium III,99,99
2561,2007,TBA,TBD,5,N,N,N,Tampa Bay Devil Rays,Tropicana Field,98,100
2562,2007,TEX,TEX,4,N,N,N,Texas Rangers,Rangers Ballpark in Arlington,101,101
2563,2007,TOR,TOR,3,N,N,N,Toronto Blue Jays,Rogers Centre,100,99
2564,2007,WAS,WSN,4,N,N,N,Washington Nationals,R.F.K. Stadium,94,95
2565,2008,ARI,ARI,2,N,N,N,Arizona Diamondbacks,Chase Field,108,108
2566,2008,ATL,ATL,4,N,N,N,Atlanta Braves,Turner Field,98,98
2567,2008,BAL,BAL,5,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,101,102
2568,2008,BOS,BOS,2,N,Y,N,Boston Red Sox,Fenway Park II,108,106
2569,2008,CHA,CHW,1,Y,N,N,Chicago White Sox,U.S. Cellular Field,105,105
2570,2008,CHN,CHC,1,Y,N,N,Chicago Cubs,Wrigley Field,108,107
2571,2008,CIN,CIN,5,N,N,N,Cincinnati Reds,Great American Ball Park,102,103
2572,2008,CLE,CLE,3,N,N,N,Cleveland Indians,Jacobs Field,98,98
2573,2008,COL,COL,3,N,N,N,Colorado Rockies,Coors Field,109,109
2574,2008,DET,DET,5,N,N,N,Detroit Tigers,Comerica Park,103,103
2575,2008,FLO,FLA,3,N,N,N,Florida Marlins,Dolphin Stadium,101,101
2576,2008,HOU,HOU,3,N,N,N,Houston Astros,Minute Maid Park,98,98
2577,2008,KCA,KCR,4,N,N,N,Kansas City Royals,Kauffman Stadium,98,100
2578,2008,LAA,ANA,1,Y,N,N,Los Angeles Angels of Anaheim,Angel Stadium,103,102
2579,2008,LAN,LAD,1,Y,N,N,Los Angeles Dodgers,Dodger Stadium,98,97
2580,2008,MIL,MIL,2,N,Y,N,Milwaukee Brewers,Miller Park,98,98
2581,2008,MIN,MIN,2,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,96,96
2582,2008,NYA,NYY,3,N,N,N,New York Yankees,Yankee Stadium II,103,102
2583,2008,NYN,NYM,2,N,N,N,New York Mets,Shea Stadium,99,98
2584,2008,OAK,OAK,3,N,N,N,Oakland Athletics,McAfee Coliseum,95,95
2585,2008,PHI,PHI,1,Y,N,Y,Philadelphia Phillies,Citizens Bank Park,103,102
2586,2008,PIT,PIT,6,N,N,N,Pittsburgh Pirates,PNC Park,96,98
2587,2008,SDN,SDP,5,N,N,N,San Diego Padres,Petco Park,88,88
2588,2008,SEA,SEA,4,N,N,N,Seattle Mariners,Safeco Field,97,97
2589,2008,SFN,SFG,4,N,N,N,San Francisco Giants,AT&T Park,102,103
2590,2008,SLN,STL,4,N,N,N,St. Louis Cardinals,Busch Stadium III,99,99
